Sample_ID;Temperature;pH;Salinity;Turbidity;Dissolved_Oxygen;Nitrate;Chlorophyll_a;nutrient_index;pH_deviation;Rainfall_last_7_days_mm;Distance_to_pollution_source_km;Water_depth_m;Current_velocity_m_s;Phosphate_concentration_mg_L;BOD_mg_L;Distance_to_coast_km;Seagrass_or_algae_cover;is_safe
WQ05623;26.4;7.08;35.24;16.97;0.89;19.58;88.4;1730.872;0.08;91.204;36.688;78.088;0.014;0.4386;0.558;54.133;Medium;0
WQ05624;57.6272976;6.93;37.03;25.31;4.94;14.97;55.89;836.6733;0.07;5.852;23.43;40.204;0.336;0.2172;1.963;7.272;High;0
WQ05625;22.78;8.18;34.11;31.65;14.31;2.74;15.29;41.8946;1.18;;16.535;31.019;1.384;0.1896;5.205;95.337;High;1
WQ05626;15.24;6.51;31.88;0.7;13.98;2.11;14.89;31.4179;0.49;52.565;30.632;158.795;0.035;0.3452;5.915;14.766;Low;1
WQ05627;29.42;8.09;36.23;30.52;11.3;2.39;26.94;64.3866;1.09;41.087;43.873;94.071;0.598;0.3913;1.58;78.468;Medium;1
WQ05628;24.67;8.74;30.53;9.99;12.46;4.91;21.03;103.2573;1.74;65.577;44.247;158.483;1.187;0.1304;1.187;52.738;Medium;1
WQ05629;22.18;8.52;33.3;24.17;1.81;22.27;84.91;1890.9457;1.52;;5.871;141.408;1.259;0.1522;8.369;74.115;Low;0
WQ05630;22.4;6.97;37.42;3.09;15.05;0.09;25.63;2.3067;0.03;90.798;21.703;40.391;0.722;0.269;4.912;51.392;Low;1
WQ05631;16.01;7.38;35.79;0.5;2.55;20.05;87.53;1754.9765;0.38;69.892;23.504;103.041;0.356;0.225;9.929;5.991;High;0
WQ05632;19.54;7.95;39.81;11.08;2.15;22.73;74.22;1687.0206;0.95;22.391;48.892;89.915;0.904;0.3544;2.679;37.555;Medium;0
WQ05633;31.96;7.02;32.03;29.67;12.48;5.04;27.11;136.6344;0.02;22.588;34.061;85.927;0.403;0.2547;6.648;62.107;Low;1
WQ05634;13.4;7.82;39.62;43.1;6.44;10.41;32.58;339.1578;0.82;22.11;20.659;109.429;0.39;0.0602;8.142;62.925;Medium;1
WQ05635;;7.58;33.47;43.19;13.85;0;11.88;0;0.58;6.84;1.79;196.452;1.213;0.0871;8.79;97.307;Medium;1
WQ05636;78.61970457;7.91;33.56;6.33;12.94;3.53;15.71;55.4563;0.91;70.536;28.487;162.954;0.24;0.4514;3.41;60.672;High;1
WQ05637;10.79;8.2;30.51;39.79;4.92;13.82;53.33;737.0206;1.2;100.842;5.256;180.935;0.018;0.1176;2.336;28.715;Low;0
WQ05638;26.77;6.79;30.06;15.89;1.92;21.34;94.97;2026.6598;0.21;2.1;41.805;7.869;0.512;0.0298;2.648;4.438;High;0
WQ05639;22.49;8.44;37.76;17.17;2.59;;88.2;1780.758;1.44;5.881;37.75;29.787;0.742;0.3671;6.834;78.863;Low;0
WQ05640;31.74;7.84;32.89;28.37;2.39;22.03;74.18;1634.1854;0.84;68.732;23.295;18.783;1.061;0.3436;5.462;88.94;Low;0
WQ05641;25.83;8.69;32.64;4.84;11.81;3.29;18.88;62.1152;1.69;98.339;21.746;54.12;1.174;0.302;6.19;61.402;Medium;1
WQ05642;27.87;7.62;33.68;38.37;9.94;2.56;31.76;81.3056;0.62;39.209;44.918;89.495;0.999;0.2536;0.695;48.289;Low;1
WQ05643;15.89;8.54;34.81;45.72;10.31;0.74;27.05;20.017;1.54;41.954;14.779;129.127;0.943;0.4849;4.214;86.113;Medium;1
WQ05644;;8.35;31.61;38.34;0.8;17.37;100;1737;1.35;71.562;12.826;101.165;1.002;0.0643;3.446;24.112;Low;0
WQ05645;19.79;8.66;37.51;16.4;1.69;22.36;79.28;1772.7008;1.66;32.906;46.99;180.83;0.415;0.2575;8.706;39.933;Low;0
WQ05646;29.94;7.93;38.09;20.51;4.85;16.97;66.32;1125.4504;0.93;3.193;40.558;188.091;0.58;0.2842;7.874;50.815;Medium;0
WQ05647;28.49;8.75;30.74;11.23;10.63;4.45;19.89;88.5105;1.75;88.227;41.121;34.377;0.928;0.0161;4.581;5.032;High;1
WQ05648;22.32;7.46;35.09;3.13;15.34;0;14.53;0;0.46;75.078;10.162;170.877;0.108;0.2089;6.49;68.889;Medium;1
WQ05649;12.5;8.51;32.34;45.54;5.45;18.53;68.45;1268.3785;1.51;69.691;7.593;97.381;0.45;0.3925;0.953;18.937;Low;0
WQ05650;31.88;8.28;37.27;18.37;12.8;2.23;20.25;45.1575;1.28;89.002;1.788;91.759;0.616;0.2382;6.554;33.382;High;1
WQ05651;18.49;8.42;32.88;1.18;2.04;-23.77;80.46;1912.5342;1.42;81.028;12.234;157.418;0.805;0.4383;1.423;41.508;Low;0
WQ05652;15.84;8.65;34.58;6.82;12.65;0;20.45;0;1.65;24.706;38.822;20.442;0.735;0.3242;7.283;63.887;High;1
WQ05653;25.96;7.69;33.09;33.35;0.38;;92.75;1893.0275;0.69;42.298;12.382;176.734;1.08;0.3842;5.951;6.642;High;0
WQ05654;16.13;8.33;35.11;3.43;15.24;3.5;18.48;64.68;1.33;15.133;36.591;134.831;0.715;0.4032;3.355;34.152;Low;1
WQ05655;23.44;7.06;35.4;26.79;1.62;19.61;89.62;1757.4482;0.06;15.583;12.969;175.302;1.357;0.3463;4.023;27.509;Low;0
WQ05656;29.51;7.44;33.72;15.19;6.55;8.06;37.86;305.1516;0.44;81.143;20.067;198.907;0.577;0.3759;1.356;0.252;High;1
WQ05657;14.51;7.3;34.06;47.26;11.13;2.44;17.87;43.6028;0.3;103.032;49.167;104.565;0.793;0.3492;3.566;69.196;High;1
WQ05658;18.01;8.79;30.68;44.71;0.02;19.03;99.3;1889.679;1.79;115.528;12.618;20.466;0.015;0.2775;9.685;23.67;Low;0
WQ05659;27.51;6.63;33.74;32.29;14.65;3.43;13.68;46.9224;0.37;75.402;19.13;34.972;0.473;0.2854;5.119;16.727;Low;1
WQ05660;19.46;8.34;33.26;28.62;9.89;;21.16;66.8656;1.34;22.092;15.404;66.076;1.301;0.099;5.005;79.817;Medium;1
WQ05661;22.1;8.56;39.67;23.82;8.44;5.75;28.85;165.8875;1.56;12.678;5.926;22.503;0.507;0.4146;6.478;4.016;Low;1
WQ05662;24.55;7.34;34.71;2.74;0.39;;92.95;1746.5305;0.34;97.542;24.75;163.438;0.387;0.1595;5.102;90.034;Medium;0
WQ05663;18.31;6.84;32.74;16.96;1.56;23.46;73.65;1727.829;0.16;69.451;19.245;60.78;0.82;0.2702;3.877;68.721;Low;0
WQ05664;22.77;7.76;39.41;47.89;1.61;23.58;100;2358;0.76;74.194;34.897;195.225;0.127;0.1285;1.825;17.257;Medium;0
WQ05665;15.15;7.8;35.64;6.89;0.9;19.96;88.71;1770.6516;0.8;93.775;40.971;141.113;0.802;0.3495;6.488;35.075;Low;0
WQ05666;19.73;8.32;34.3;34.73;4.88;18.33;66.29;1215.0957;1.32;84.393;27.44;36.339;0.462;0.4877;7.615;95.003;High;0
WQ05667;22.7;8.02;30.07;29.03;2.28;19.86;77.19;1532.9934;1.02;100.135;2.094;96.256;0.581;0.402;9.269;61.923;Medium;0
WQ05668;11.61;8.14;30.14;44.84;0;19.85;87.75;1741.8375;1.14;6.746;31.137;94.443;1.189;0.3115;0.529;60.911;Low;0
WQ05669;29.63;8.28;35.28;43.35;0.6;20.16;88.18;1777.7088;1.28;89.702;3.242;99.517;0.996;0.2859;1.133;65.342;Medium;0
WQ05670;27.72;6.82;37.69;45.7;7.79;6.23;36.53;227.5819;0.18;102.102;31.01;108.067;0.675;0.2474;9.044;46.328;Medium;1
WQ05671;11.6;6.61;36.12;2.29;14.2;-2.89;14.81;42.8009;0.39;34.336;34.409;8.172;0.87;0.1065;6.496;16.814;Medium;1
WQ05672;12.08;8.67;33.06;33.11;5.47;14.64;71.15;1041.636;1.67;76.854;10.289;137.888;1.153;0.1773;9.6;15.174;Medium;0
WQ05673;28.51;7.45;37.68;2.51;10.36;1.58;21.23;33.5434;0.45;37.699;41.058;98.464;1.121;0.2062;4.593;68.762;Low;1
WQ05674;22.56;6.93;32.79;11.33;10.21;;15.17;36.7114;0.07;114.957;45.599;158.611;0.286;0.4726;4.459;88.406;Medium;1
WQ05675;30.43;6.56;36.31;41.87;12.01;2.16;13.09;28.2744;0.44;4.011;40.748;163.439;0.458;0.2157;3.771;30.091;Low;1
WQ05676;17.97;8.65;38.63;14.63;11.54;1.35;14.64;19.764;1.65;69.575;15.603;47.646;0.529;0.2952;1.857;50.39;Medium;1
WQ05677;27.83;8.25;34.84;27.12;9.61;0.94;23.89;22.4566;1.25;19.98;29.539;11.588;0.289;0.4616;4.097;99.225;High;1
WQ05678;-4.346151027;7.77;32.88;38.55;2.05;23.66;83.4;1973.244;0.77;85.466;45.783;141.24;0.028;0.2616;0.639;25.79;Low;0
WQ05679;13.78;8.69;34.18;47.66;1.28;20.29;89.24;1810.6796;1.69;21.107;16.373;195.597;0.269;0.1295;5.338;39.082;Low;0
WQ05680;28.93;8.05;30.27;6.75;2.25;;76.81;1661.4003;1.05;28.246;41.091;90.438;1.214;0.1936;8.548;36.416;Low;0
WQ05681;12.04;7.37;33.17;27.03;12.84;-3.27;16.03;52.4181;0.37;59.324;0.969;53.403;0.823;0.1909;3.551;3.355;Low;1
WQ05682;14.54;8.8;32.83;27.84;11.88;1.12;14.17;15.8704;1.8;109.78;0.681;33.021;0.519;0.3588;1.399;51.001;Medium;1
WQ05683;31.86;7.5;31.48;4.15;0.6;23.63;81.37;1922.7731;0.5;25.406;38.106;58.914;0.916;0.1516;9.751;20.947;High;0
WQ05684;24.58;8.37;30.41;39.83;0.41;20.51;84.74;1738.0174;1.37;17.309;38.192;66.928;1.112;0.3665;1.725;12.947;High;0
WQ05685;21.54;8.41;32.48;7.46;1.96;24.07;97.68;2351.1576;1.41;91.077;39.554;85.927;0.538;0.4452;5.523;71.071;High;0
WQ05686;;8.05;31.43;40.57;3.7;16.08;69.48;1117.2384;1.05;60.074;46.536;131.771;0.704;0.1714;8.187;76.599;High;0
WQ05687;16.19;8.32;32.72;22.42;1.92;24.53;83.96;2059.5388;1.32;109.414;6.336;56.086;0.106;0.072;2.897;88.9;Low;0
WQ05688;24.91;7.08;39.4;31.36;2.61;19.44;88.08;1712.2752;0.08;17.594;11.983;12.093;0.9;0.3211;8.494;93.42;High;0
WQ05689;16.42;8.36;34.15;22.63;0;20.87;98.74;2060.7038;1.36;77.511;45.234;75.909;0.541;0.1836;5.792;86.92;High;0
WQ05690;18.53;7.96;37.04;0.72;10.89;3.01;17.53;52.7653;0.96;;9.273;171.415;0.656;0.2693;3.653;12.337;High;1
WQ05691;14.94;7.01;35.37;29.85;9.95;3.06;34.31;104.9886;0.01;18.811;34.27;100.674;0.64;0.3189;8.724;22.441;Low;1
WQ05692;11.27;6.79;34.49;10.96;11.1;0.92;20.86;19.1912;0.21;82.012;26.758;193.027;0.952;0.2068;6.409;12.335;Low;1
WQ05693;20.24;8.67;39.32;10.74;12.18;1.34;17.29;23.1686;1.67;71.242;4.618;101.717;0.863;0.4627;6.346;35.417;Medium;1
WQ05694;17.05;7.61;35.77;14.23;0.11;-19.38;88.01;1705.6338;0.61;90.579;14.621;56.628;0.639;0.2028;5.288;12.495;Medium;0
WQ05695;20.89;6.63;36.01;15.69;2.85;14.47;60.25;871.8175;0.37;37.136;26.258;40.276;0.035;0.1572;3.11;65.362;High;0
WQ05696;26.71;8.46;39.73;13.7;13.23;1.75;20.11;35.1925;1.46;53.757;42.691;139.516;0.935;0.4434;3.396;71.7;Low;1
WQ05697;30.5;6.78;36.16;39.76;2.49;21.74;95.08;2067.0392;0.22;48.657;35.523;108.203;1.321;0.0725;1.337;16.043;Low;0
WQ05698;24.39;8.54;35.79;31.8;10.27;1.37;16.39;22.4543;1.54;118.091;31.283;121.592;1.157;0.0665;2.815;62.195;Medium;1
WQ05699;17.94;7.5;34.21;14.62;7.3;9.54;37.63;358.9902;0.5;35.07;25.054;151.515;1.473;0.4682;3.139;2.397;High;1
WQ05700;21.21;6.93;34.88;39.27;11.15;6.48;32.99;213.7752;0.07;35.378;15.285;145.729;0.217;0.1084;1.058;43.494;Low;1
WQ05701;20.06;8.22;30.18;19.99;14.07;1.35;10;13.5;1.22;42.546;6.403;10.586;0.342;0.0785;1.548;28.605;Medium;1
WQ05702;14.47;8.14;32.56;17.75;10.21;5.11;15.28;78.0808;1.14;;20.749;160.909;0.814;0.2699;3.067;99.85;Medium;1
WQ05703;26.36;6.87;38.18;41.69;12.65;0.06;10;0.6;0.13;30.279;1.912;;0.361;0.0282;6.934;92.286;High;1
WQ05704;;8;35.89;32.23;4.43;12.82;66.59;853.6838;1;109.835;10.947;79.558;0.061;0.3119;2.25;14.842;High;0
WQ05705;29.54;7.16;33.77;20.08;0.5;23.34;89.09;2079.3606;0.16;31.882;21.908;108.429;0.609;0.2292;5.458;91.745;Low;0
WQ05706;26.57;7.18;37.63;37.4;11.3;1.86;19.35;35.991;0.18;107.498;21.221;123.265;0.439;0.322;5.325;41.937;Low;1
WQ05707;25.28;8.03;36.43;25.43;1.72;20.5;84.94;1741.27;1.03;;2.693;31.602;0.403;0.1455;8.423;57.707;Medium;0
WQ05708;16.12;8.04;33.26;7.84;5.07;14.79;81.69;1208.1951;1.04;78.788;29.658;84.648;1.43;0.4532;6.287;53.423;Low;0
WQ05709;66.96455238;8.56;33.62;7.75;0.08;16.91;78.25;1323.2075;1.56;108.838;27.709;68.446;0.365;0.1389;9.211;72.643;High;0
WQ05710;10.73;8.29;32.07;45.89;2;24.52;91.85;2252.162;1.29;20.25;4.366;71.381;0.203;0.3206;6.467;33.562;Low;0
WQ05711;12.36;8.21;35.79;18.23;8.64;7.42;20.52;152.2584;1.21;116.199;47.187;20.084;0.197;0.4728;0.742;7.061;Low;1
WQ05712;21;8.39;31.05;37.06;1.52;21.43;93.16;1996.4188;1.39;54.346;5.419;33.649;1.211;0.2034;4.124;41.821;Low;0
WQ05713;21.39;8.77;37.01;44.4;5.52;16.01;69.98;1120.3798;1.77;113.486;42.814;;1.075;0.0849;7.141;54.496;High;0
WQ05714;18.87;7.1;38.18;45.38;2.69;22.71;92.91;2109.9861;0.1;81.218;0.515;75.898;0.203;0.0388;5.014;55.536;Low;0
WQ05715;25.76;7.72;34.16;27.15;10.92;6.03;33.13;199.7739;0.72;36.19;44.173;179.109;0.337;0.4817;4.484;79.281;Low;1
WQ05716;30.39;6.92;39.12;3.28;14.67;0;13.82;0;0.08;;1.476;42.793;1.124;0.383;6.88;4.518;High;1
WQ05717;10.97;6.68;33.27;21.13;12.37;2.53;10;25.3;0.32;36.448;38.012;84.406;0.419;0.4599;3.214;98.811;High;1
WQ05718;;7.33;37.46;29.32;0.68;17.71;89.72;1588.9412;0.33;11.162;18.404;63.699;1.472;0.3509;9.135;99.057;Low;0
WQ05719;29.36;7.61;33.59;16.61;8.49;4.71;29.01;136.6371;0.61;17.264;37.042;157.902;0.815;0.1745;4.425;9.992;Low;1
WQ05720;28.32;8.46;38.03;24.66;9.55;5.01;29.07;145.6407;1.46;12.559;20.386;11.925;0.296;0.0659;6.497;34.467;High;1
WQ05721;17.14;7.46;35.47;42.2;3.12;16.43;68.67;1128.2481;0.46;50.753;4.01;40.916;1.29;0.465;9.832;59.072;Medium;0
WQ05722;;8.2;34.19;33.11;1.1;18.52;94.47;1749.5844;1.2;95.469;38.492;43.707;0.486;0.2474;7.962;37.395;Medium;0
WQ05723;11.49;8.09;35.63;9.15;9.22;7.34;28.73;210.8782;1.09;16.966;4.027;198.607;0.44;0.2013;5.55;48.814;High;1
WQ05724;26.65;8.11;36.4;48.26;0.83;22.15;84.42;1869.903;1.11;15.638;46.145;115.013;0.498;0.291;8.664;32.66;Medium;0
WQ05725;31.56;8.77;36.87;12.56;13.86;-1.04;17.55;18.252;1.77;77.211;3.023;29.514;1.155;0.0577;5.824;71.242;Medium;1
WQ05726;18.88;6.82;35.07;6.76;11.95;3.25;13.84;44.98;0.18;23.662;24.227;55.895;0.268;0.1581;4.696;36.465;High;1
WQ05727;16.9;8.49;32.55;28.83;4.79;14.85;65.11;966.8835;1.49;11.713;36.29;35.229;0.579;0.3207;8.798;43.046;Medium;0
WQ05728;15.28;7.85;39;23.92;13.51;3.67;10;36.7;0.85;20.022;19.966;26.672;0.056;0.0546;0.758;57.633;High;1
WQ05729;15.76;6.72;31.61;1.45;7.34;8.46;47.68;403.3728;0.28;110.848;11.253;159.842;1.242;0.0719;4.371;96.923;Medium;0
WQ05730;27.69;7.86;33.88;49.2;10.99;3.01;21.8;65.618;0.86;98.577;38.075;100.159;0.518;0.2577;3.758;64.216;Low;1
WQ05731;12.85;8.5;30.56;6.32;10.33;;23.43;32.0991;1.5;42.488;39.323;126.98;0.38;0.3136;7.284;9.782;Low;1
WQ05732;10.85;7.31;33.63;41.24;2.26;23.96;78.62;1883.7352;0.31;78.698;46.173;67.588;0.874;0.0976;0.62;31.958;High;0
WQ05733;17.57;6.81;34.82;34.13;8.75;5.99;29.14;174.5486;0.19;64.473;19.12;111.632;1.06;0.0214;6.778;42.029;High;1
WQ05734;25.57;8.55;33.99;12.56;11.99;0.32;19.09;6.1088;1.55;81.255;25.559;52.999;1.221;0.4794;3.79;74.043;Medium;1
WQ05735;18.34;8.3;31.35;15.64;13.04;2.15;31.1;66.865;1.3;;18.475;;0.528;0.0186;1.43;44.743;High;1
WQ05736;22.18;6.71;39.22;39.24;0.96;19.73;83.36;1644.6928;0.29;;13.226;131.143;1.22;0.006;9.813;65.945;Medium;0
WQ05737;16.71;8.32;33.14;19.48;2.26;18.66;85;1586.1;1.32;31.932;37.676;31.769;0.703;0.1651;2.516;83.966;High;0
WQ05738;19.51;6.57;33.02;32.71;8.15;9.92;41.28;409.4976;0.43;4.681;17.313;;0.161;0.1151;3.817;10.523;High;0
WQ05739;13.11;8.26;31.09;49.07;8.82;5.16;27.09;139.7844;1.26;54.668;21.693;;1.271;0.2889;2.467;76.597;High;1
WQ05740;22.38;8.25;37.14;10.77;10.24;6.87;25.21;173.1927;1.25;106.917;20.482;25.844;0.826;0.4476;6.789;74.583;Low;1
WQ05741;28.91;7.22;30.01;12.09;10.25;0;25.16;0;0.22;68.34;35.777;179.697;0.908;0.2431;7.934;81.989;Low;1
WQ05742;12.98;7.87;33.43;11.69;10.41;4.63;36.32;168.1616;0.87;99.887;45.931;17.73;1.407;0.3878;8.676;95.611;Medium;1
WQ05743;19.04;7.6;39.08;47.39;1.97;21.72;69.73;1514.5356;0.6;118.995;33.504;;0.843;0.4551;3.454;31.029;High;0
WQ05744;29.85;7.28;33.55;29.19;11.48;2.59;32.07;83.0613;0.28;19.634;23.843;122.881;0.018;0.0988;5.483;42.959;High;1
WQ05745;31.1;6.83;35.8;14.49;11.46;1.12;26.96;30.1952;0.17;83.013;39.071;112.764;1.307;0.2467;6.801;26.342;Low;1
WQ05746;27.71;6.79;37.23;4.45;1.12;19.79;76.26;1509.1854;0.21;80.915;32.228;21.085;0.434;0.3228;6.48;32.778;Low;0
WQ05747;8.189457159;6.92;36.96;46.35;4.28;16.45;53.89;886.4905;0.08;117.595;3.5;160.185;0.758;0.1693;7.302;33.05;Low;0
WQ05748;15.06;7.27;34.9;15.11;11.61;2.02;11.76;23.7552;0.27;118.272;5.235;194.684;0.315;0.3712;7.812;86.991;Medium;1
WQ05749;21.23;7.82;36.62;19.28;0;19.28;99.47;1917.7816;0.82;82.401;2.377;37.883;0.453;0.3541;1.426;6.384;High;0
WQ05750;14.76;8;39.13;48.81;1.08;21.59;75.11;1621.6249;1;29.234;23.112;179.236;1.033;0.2134;2.099;20.35;Medium;0
WQ05751;14.43;7.68;36.17;35.5;0.56;21.84;82.87;1809.8808;0.68;95.827;41.38;112.248;0.65;0.0485;7.476;61.095;Low;0
WQ05752;16.44;8.11;36.14;19.71;0.92;24.79;97.96;2428.4284;1.11;12.843;15.998;187.315;0.944;0.0107;5.028;76.543;Low;0
WQ05753;13.66;8.21;32.01;9.36;1.41;25;90.21;2255.25;1.21;93.684;19.516;36.865;1.237;0.1878;4.557;69.768;Medium;0
WQ05754;29.55;8.59;31.57;39.14;1.28;22.21;86.71;1925.8291;1.59;109.224;45.519;158.82;0.518;0.0456;4.827;4.753;Low;0
WQ05755;14.27;8.09;39.03;8.6;8.84;4.14;17.85;73.899;1.09;45.94;41.927;13.837;0.857;0.3919;4.034;45.434;High;1
WQ05756;10.02;8.11;35.13;16.2;9.96;1.95;14.2;27.69;1.11;75.676;33.42;176.873;1.169;0.1705;6.115;18.529;High;1
WQ05757;69.44343069;8.5;32.13;24.57;4.23;14.79;57.85;855.6015;1.5;51.617;13.707;;1.076;0.3347;3.572;98.815;High;0
WQ05758;12.13;7.02;39.63;17.09;8.33;5.19;21.37;110.9103;0.02;;6.294;75.31;0.814;0.1765;6.55;99.889;Low;1
WQ05759;14.63;7.19;33.13;22.54;8.1;9.24;43.05;397.782;0.19;37.245;1.295;39.712;0.581;0.399;2.425;5.185;Low;0
WQ05760;23.47;6.98;34.93;30.73;4.12;17.35;59.91;1039.4385;0.02;91.456;5.797;163.674;0.617;0.4448;7.698;66.806;Medium;0
WQ05761;18.18;6.69;31.46;7.75;1.19;23.59;80.86;1907.4874;0.31;112.341;14.984;121.442;0.655;0.4196;7.925;81.325;Low;0
WQ05762;14.34;8.63;34.33;8.76;14.94;1.43;19.72;28.1996;1.63;112.89;27.814;73.362;0.53;0.2448;5.996;32.546;Low;1
WQ05763;16.45;7.5;30.89;6.97;2.16;22.58;78.35;1769.143;0.5;20.974;3.668;89.879;1.052;0.0466;4.009;69.394;High;0
WQ05764;31.66;6.72;31.58;9.83;11.53;5.1;28.54;145.554;0.28;104.969;7.243;165.655;0.197;0.189;0.637;18.848;Low;1
WQ05765;15.65;7.17;31.8;35.85;1.82;19.08;60.28;1150.1424;0.17;88.492;9.463;69.108;1.452;0.2151;1.655;12.883;Low;0
WQ05766;28.73;6.73;32.17;21.51;14.3;0.03;18.66;0.5598;0.27;30.34;31.783;19.747;1.171;0.4803;1.257;92.538;High;1
WQ05767;31.97;8.66;39.93;35.12;1.37;24.57;95.32;2342.0124;1.66;8.074;30.982;182.434;0.454;0.2849;0.597;64.289;Medium;0
WQ05768;27.02;7.06;30.4;49.28;7.47;;50.24;393.3792;0.06;32.16;27.763;78.694;0.073;0.3222;7.361;81.713;High;1
WQ05769;19.53;7.68;30.52;40.05;2.58;22.2;76.16;1690.752;0.68;109.465;12.9;70.981;1.07;0.3921;9.583;53.318;Low;0
WQ05770;12.78;6.91;37.93;14.13;14.57;3.77;20.68;77.9636;0.09;75.981;18.87;42.471;1.104;0.2863;0.606;15.557;Low;1
WQ05771;18.98;8.52;38.93;33.25;2.78;18.91;85.98;1625.8818;1.52;86.527;5.286;179.69;1.446;0.3012;1.571;37.728;Medium;0
WQ05772;29.09;6.7;34.49;12.34;12.78;1.46;25.49;37.2154;0.3;30.858;11.71;45.066;0.388;0.1264;8.676;88.178;Medium;1
WQ05773;25.2;6.51;33.18;4.82;2.03;18.83;84.33;1587.9339;0.49;86.327;44.936;128.061;0.133;0.0341;7.041;1.659;High;0
WQ05774;26.15;7.19;36.84;21.89;11.02;2.18;10;21.8;0.19;3.375;48.995;176.391;1.374;0.3621;4.345;20.797;High;1
WQ05775;;8.08;36.45;5.97;3.78;22.1;93.09;2057.289;1.08;45.039;32.559;8.913;0.395;0.4251;9.932;25.403;Medium;0
WQ05776;20.89;7.13;30.51;10.68;1.34;20.66;85.82;1773.0412;0.13;75.21;45.883;166.101;1.085;0.2089;5.949;26.373;High;0
WQ05777;11.34;8.44;36.74;42.54;10.77;0.39;22.5;8.775;1.44;17.532;32.316;83.299;0.1;0.2767;6.861;9.949;High;1
WQ05778;12.29;7.07;35.55;44.93;9.97;0.19;19.7;3.743;0.07;98.76;2.143;132.279;1.143;0.1571;6.705;84.837;Low;1
WQ05779;21.86;6.92;35.76;2.45;10.8;5.17;22.42;115.9114;0.08;28.204;49.84;75.736;0.199;0.2279;2.616;16.035;Medium;1
WQ05780;20.97;8.69;38.67;5.28;3.63;14.19;68.4;970.596;1.69;78.274;5.398;139.712;1.046;0.1084;5.137;82.984;High;0
WQ05781;22.63;6.71;38.9;48.3;7.63;-6.17;39.52;243.8384;0.29;48.624;34.291;52.35;0.803;0.3811;2.556;35.571;Medium;1
WQ05782;31.04;6.84;37.64;31.83;14.17;0;14.43;0;0.16;71.525;13.015;6.342;1.434;0.2485;5.34;45.786;Medium;1
WQ05783;20.86;8.02;32.35;14.4;14.07;3.38;10.83;36.6054;1.02;12.894;19.903;189.662;0.065;0.2758;0.792;46.339;Low;1
WQ05784;30.42;6.96;30.67;26.91;2.37;18.86;94.73;1786.6078;0.04;2.03;32.474;5.241;0.445;0.0234;4.129;71.344;Medium;0
WQ05785;12.55;8.05;35.91;12.1;0.52;19.78;96.23;1903.4294;1.05;109.148;22.106;165.172;0.114;0.3131;4.036;73.157;Medium;0
WQ05786;19.69;7.68;38.42;46.18;11.28;1.66;14.41;23.9206;0.68;32.356;12.902;35.489;1.32;0.1053;3.27;64.105;Medium;1
WQ05787;30.08;8.44;37.31;36.84;10.33;1.46;11.33;16.5418;1.44;98.361;17.055;79.66;0.895;0.1948;1.253;77.399;Medium;1
WQ05788;26.98;7.61;38.98;45.43;10.36;3.26;24.75;80.685;0.61;119.922;17.407;164.853;0.807;0.2093;7.824;0.929;Medium;1
WQ05789;27.91;7.97;35.94;3.2;2.82;20.92;88.8;1857.696;0.97;25.372;47.987;42.775;0.206;0.2271;4.494;50.531;Low;0
WQ05790;27.16;7.68;32.5;23.52;10.2;8.55;34.08;291.384;0.68;31.82;40.031;173.41;0.739;0.1176;8.233;52.45;Medium;1
WQ05791;29.13;8.46;31.56;34.9;1.41;21.09;76.41;1611.4869;1.46;79.543;23.198;100.556;0.604;0.4258;8.439;24.01;Low;0
WQ05792;;7.39;32.93;11.82;13.97;1.3;21.84;28.392;0.39;115.854;10.391;74.498;0.48;0.2168;2.529;55.681;Low;1
WQ05793;24.05;8.23;35.76;30.3;3.07;22.96;82.43;1892.5928;1.23;109.898;40.645;133.163;1.161;0.308;4.503;46.769;Medium;0
WQ05794;24.33;8.26;33.58;40.17;12.62;3.41;10.71;36.5211;1.26;60.345;8.281;69.595;0.101;0.3089;7.349;47.264;Low;1
WQ05795;28.84;6.9;34.68;43.97;10.02;;26.47;65.6456;0.1;95.413;10.918;70.763;0.974;0.3055;5.245;11.933;High;1
WQ05796;31.39;7.61;37.2;24.12;11.88;;21.36;64.9344;0.61;16.29;18.618;147.238;1.236;0.2819;8.623;43.583;Low;1
WQ05797;15.84;7.27;38.62;39.54;3.74;23.56;84.64;1994.1184;0.27;117.293;44.077;63.347;1.362;0.4122;5.93;76.666;Medium;0
WQ05798;15.98;7.68;37.44;29.65;1.48;20.07;78.21;1569.6747;0.68;115.722;7.023;41.753;1.121;0.4072;6.481;41.058;High;0
WQ05799;28.91;6.5;32.67;44.34;1.57;19.64;88.26;1733.4264;0.5;19.647;6.551;161.914;0.431;0.2115;7.977;48.801;Low;0
WQ05800;12.77;8.51;32.02;3.88;7.21;10.4;34.81;362.024;1.51;35.931;24.952;161.463;0.905;0.3197;1.661;96.755;Medium;0
WQ05801;11.93;6.99;38.65;41.2;9.78;3.59;32.15;115.4185;0.01;12.019;14.182;100.522;0.221;0.0559;6.05;87.191;High;1
WQ05802;12.11;8.42;37.53;23.3;12.44;3.97;12.79;50.7763;1.42;32.606;28.652;106.278;0.184;0.0499;1.312;92.877;Medium;1
WQ05803;31.74;7.64;33.13;42.36;4.39;16.41;69.76;1144.7616;0.64;97.915;22.856;139.823;0.962;0.2426;2.975;7.86;Medium;0
